Comments,sentiment,expression
كانت اعوام جميلة 🥹😞❤️,-0.4767,Negative
"Шакуля ты никому не интересна кроме меня, давай встретимся и я сделаю тебе расслабляющий массаж всего тела,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",0.0,Neutral
Very motivating song,0.5413,Positive
❤❤,0.8555,Positive
Notti magica mumber 1,0.0,Neutral
New sub,0.0,Neutral
Shakira wow,0.5859,Positive
"Un peu facile de voler des chansons africaines, le groupe zangalewa et la chanson s’appelle Waka Waka et ce sont les militaires du Cameroun qui a été créé en 1981 et Shakira a été condamnée et a payé une grosse somme pour son plagiat",0.0,Neutral
Очень хорошо 🎉😂,0.6808,Positive
"<a href=""http://www.youtube.com/@OldGolds"">www.youtube.com/@OldGolds</a>",0.0,Neutral
The best music World Cup for Africa❤🔥🔥🎊🎊👍👍👍,0.6808,Positive
❤❤❤❤❤❤,0.9803,Positive
❤❤❤❤❤❤,0.9803,Positive
❤❤❤❤❤❤,0.9803,Positive
❤❤❤❤❤❤,0.9803,Positive
❤❤❤❤❤❤,0.9803,Positive
2029,0.0,Neutral
I am back,0.0,Neutral
❤,0.6369,Positive
❤❤❤❤,0.9571,Positive
❤❤❤❤❤,0.9719,Positive
i love waka,0.6369,Positive
2025 anyone? 😅,0.3612,Positive
2023oct😂😂,0.7003,Positive
I love  this song  ❤❤❤❤❤❤❤❤❤❤😊😊😊😊😊😊😊😊😊😊😊😊best song ever 😊😊😊😊😊😊❤❤❤❤,0.9995,Positive
Nostalgic❤️,0.0,Neutral
I love you song please make some more songs,0.7579,Positive
Это ведь видос братишкина,0.0,Neutral
Suiiiiii,0.0,Neutral
🌷💖👍🌠🌠,0.7506,Positive
21.10.2023 все ещё хороший трек !😊,0.7424,Positive
Waka waka,0.0,Neutral
Lol🙃 dis is Nice😺,0.7964,Positive
"Aww, 2032, is it still here?",0.0,Neutral
The best World Cup in history,0.6369,Positive
Brasil🙌🏿🌍,0.0,Neutral
Closest we will ever get to world peace again…,0.5423,Positive
Love me ❤,0.8555,Positive
Кто видел Месси? 😮,0.0,Neutral
"<a href=""https://youtube.com/@WalalEntertainment1?si=_eOwoY4QKfrNLoYQ"">https://youtube.com/@WalalEntertainment1?si=_eOwoY4QKfrNLoYQ</a>",0.0,Neutral
မြန်မာ့အားကစားကမ္ဘာကို လွမ်းရမည့် 🎉🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ကမ္ဘာကို အလ္လာဟ်ရှင်မြတ် မြင်နေတယ်သိနေပါတယ် စေတမန်များအာလုံးကို အလ္လာဟ် ဖန်းစင်းထားပါတယ် ပြောကျပါ လက်ခံကြင့်သုံးကျပါ @အလ္လာဟ်ရှင် ခွင့်လွှတ်ကျမှာပါ လက်ခံကျမှာပါ ကုန်ရ်အာန်း ဖတ်ကျပါ လမ်းမှန်းပြကျမ်းစားအုပ်ပါ,0.9995,Positive
2025  any one ............😅,0.3612,Positive
Любимая песня🤩,0.0,Neutral
🎉😢,-0.1027,Negative
CS2,0.0,Neutral
😂2023🤟🤟🤟👇👇👇👇👇🎉❤❤❤❤❤❤🎉🎉,0.9866,Positive
2026???😂😂😂🎉😂😅😅😅,0.9654,Positive
Iikj😊,0.7184,Positive
😢😅😅😅,0.5267,Positive
2898 AD anyone?,0.0,Neutral
Lagunya bagus banget💛💛🧡❤🤍🖤🤎💜💙💚🙃,0.9803,Positive
Lagu-lagunya bagus banget,0.0,Neutral
Nice song ❤❤❤❤❤❤❤I lovet,0.9834,Positive
3.7 B amazing Sakira😍😍,0.8689,Positive
IF I<br>FOXO ID9VXIXECCIV <br>ICI,0.0,Neutral
Comments 2024?,0.0,Neutral
My favorite sakira❤❤❤❤❤❤❤,0.9876,Positive
2023,0.0,Neutral
2023 October to November ❤😅,0.7717,Positive
"2026 WC Final , Mexico Vs Portugal ❤",0.6369,Positive
Me,0.0,Neutral
SAMINAMINAA AA A AAAAAAA,0.0,Neutral
Monster song 🦸🏋️🧑‍🦯🤼😊,0.7184,Positive
😊😊😊😊🏋️🤟🤪👈👉🦸🏋️🤟 good boy football pictures,0.9774,Positive
Who still comes here for this song 😅,0.3612,Positive
😂😂😂😂😂😂,0.9468,Positive
2025 anyone😅😅,0.6124,Positive
2024 🎉<br>👇,0.4019,Positive
i know this song 💖,0.7506,Positive
waka i i 😂😂😂,0.8271,Positive
Comments r fresh LMAO,0.7865,Positive
I swear this song ruled the world for a while,-0.0516,Negative
My comment will viral in 2024 😂😂,0.7003,Positive
i can feel my childhood 😢❤❤❤❤,0.9403,Positive
This song brings me back to when we cousins used to listen to this masterpiece everyday in computer. Shakira&#39;s voice and it beats and overall the song is giving positive vibes💗,0.9499,Positive
Wow,0.5859,Positive
Есть кто из 2023 ?,0.0,Neutral
2026 anyone?,0.0,Neutral
This is our motto 😀,0.3612,Positive
2025 anyone?,0.0,Neutral
"Elementary time we used to dance this song , now i have 2 kids 🤣",0.4939,Positive
soon this will be the most viewed female song and video and it&#39;s also close to 4B views,0.0,Neutral
😊😊😊❤,0.969,Positive
